Timestamp(UTC), Latitude, Longitude, Wave Height(meters), Wave Direction(degrees T), Average Wave Period(seconds), Dominant Wave Period(seconds)
2011-12-02 15:30:00, 36.7808, -122.1465,  1.6,  46,  7.4,  8.5
2011-12-02 16:00:00, 36.7815, -122.1485,  1.6,  48,  6.9, 10.7
2011-12-02 16:30:00, 36.7822, -122.1507,  1.4,  43,  6.6,  8.0
2011-12-02 17:00:00, 36.7833, -122.1538,  1.5,  58,  7.4, 11.6
2011-12-02 17:30:00, 36.7844, -122.1571,  1.8,  45,  9.6, 10.7
2011-12-02 18:00:00, 36.7856, -122.1607,  1.6,  49,  7.0, 10.7
2011-12-02 18:30:00, 36.7872, -122.1653,  1.4,  48,  7.4,  9.8
2011-12-02 19:00:00, 36.7892, -122.1710,  2.0,  24,  8.1,  9.1
2011-12-02 19:30:00, 36.7904, -122.1765,  1.6,  55,  7.4,  9.8
2011-12-02 20:00:00, 36.7847, -122.1720,  2.2,  61,  9.6, 18.3
2011-12-02 20:30:00, 36.7796, -122.1574,  2.0,  65,  8.7, 10.7
2011-12-02 21:00:00, 36.7749, -122.1434,  2.0,  33,  9.0, 18.3
2011-12-02 21:30:00, 36.7699, -122.1290,  2.0,  62, 10.1, 11.6
2011-12-02 22:00:00, 36.7648, -122.1133,  2.1,  73,  8.7, 12.8
2011-12-02 22:30:00, 36.7592, -122.0970,  2.2,  47, 10.0,  9.8
2011-12-02 23:00:00, 36.7568, -122.0887,  1.9,  79,  7.8,  9.8
2011-12-02 23:30:00, 36.7603, -122.0873,  1.9,  78,  8.0, 11.6
2011-12-03 00:00:00, 36.7623, -122.0920,  2.8,  62,  9.4,  9.1
2011-12-03 00:30:00, 36.7646, -122.0987,  2.3,  66,  7.5,  9.1
2011-12-03 10:30:00, 36.7732, -122.1242,  2.4,  53,  7.9,  8.5
2011-12-03 12:30:00, 36.7878, -122.1671,  3.0,  69,  8.3, 14.2
2011-12-03 16:30:00, 36.7651, -122.1003,  2.5,  68,  7.7, 18.3
2011-12-03 17:00:00, 36.7680, -122.1088,  2.5,  73,  8.3, 14.2
2011-12-03 19:30:00, 36.7832, -122.1534,  2.5,  72,  7.9, 10.7
2011-12-03 20:00:00, 36.7864, -122.1627,  2.6,  72,  8.2, 12.8
